,ball_pos0,ball_pos1,ball_vel0,ball_vel1,paddle_2,paddle_1
,267.0,178.0,-3.0,-2.0,200.0,200.0
,264.0,176.0,-3.0,-2.0,200.0,200.0
,261.0,174.0,-3.0,-2.0,200.0,200.0
,258.0,172.0,-3.0,-2.0,200.0,200.0
,255.0,170.0,-3.0,-2.0,200.0,200.0
,252.0,168.0,-3.0,-2.0,200.0,200.0
,249.0,166.0,-3.0,-2.0,200.0,200.0
,246.0,164.0,-3.0,-2.0,200.0,200.0
,243.0,162.0,-3.0,-2.0,200.0,200.0
,240.0,160.0,-3.0,-2.0,200.0,200.0
,237.0,158.0,-3.0,-2.0,200.0,200.0
,234.0,156.0,-3.0,-2.0,200.0,200.0
,231.0,154.0,-3.0,-2.0,200.0,200.0
,228.0,152.0,-3.0,-2.0,200.0,200.0
,225.0,150.0,-3.0,-2.0,200.0,200.0
,222.0,148.0,-3.0,-2.0,200.0,200.0
,219.0,146.0,-3.0,-2.0,200.0,200.0
,216.0,144.0,-3.0,-2.0,200.0,200.0
,213.0,142.0,-3.0,-2.0,200.0,200.0
,210.0,140.0,-3.0,-2.0,200.0,200.0
,207.0,138.0,-3.0,-2.0,200.0,200.0
,204.0,136.0,-3.0,-2.0,200.0,200.0
,201.0,134.0,-3.0,-2.0,200.0,200.0
,198.0,132.0,-3.0,-2.0,200.0,200.0
,195.0,130.0,-3.0,-2.0,200.0,200.0
,192.0,128.0,-3.0,-2.0,200.0,200.0
,189.0,126.0,-3.0,-2.0,200.0,200.0
,186.0,124.0,-3.0,-2.0,200.0,200.0
,183.0,122.0,-3.0,-2.0,200.0,200.0
,180.0,120.0,-3.0,-2.0,200.0,200.0
,177.0,118.0,-3.0,-2.0,200.0,192.0
,174.0,116.0,-3.0,-2.0,200.0,192.0
,171.0,114.0,-3.0,-2.0,200.0,184.0
,168.0,112.0,-3.0,-2.0,200.0,184.0
,165.0,110.0,-3.0,-2.0,200.0,184.0
,162.0,108.0,-3.0,-2.0,200.0,176.0
,159.0,106.0,-3.0,-2.0,200.0,176.0
,156.0,104.0,-3.0,-2.0,200.0,176.0
,153.0,102.0,-3.0,-2.0,200.0,168.0
,150.0,100.0,-3.0,-2.0,200.0,168.0
,147.0,98.0,-3.0,-2.0,200.0,168.0
,144.0,96.0,-3.0,-2.0,200.0,160.0
,141.0,94.0,-3.0,-2.0,200.0,160.0
,138.0,92.0,-3.0,-2.0,200.0,152.0
,135.0,90.0,-3.0,-2.0,200.0,152.0
,132.0,88.0,-3.0,-2.0,200.0,144.0
,129.0,86.0,-3.0,-2.0,200.0,136.0
,126.0,84.0,-3.0,-2.0,200.0,136.0
,123.0,82.0,-3.0,-2.0,200.0,136.0
,120.0,80.0,-3.0,-2.0,200.0,136.0
,117.0,78.0,-3.0,-2.0,200.0,128.0
,114.0,76.0,-3.0,-2.0,200.0,128.0
,111.0,74.0,-3.0,-2.0,200.0,128.0
,108.0,72.0,-3.0,-2.0,200.0,120.0
,105.0,70.0,-3.0,-2.0,200.0,112.0
,102.0,68.0,-3.0,-2.0,200.0,104.0
,99.0,66.0,-3.0,-2.0,200.0,96.0
,96.0,64.0,-3.0,-2.0,200.0,88.0
,93.0,62.0,-3.0,-2.0,200.0,80.0
,90.0,60.0,-3.0,-2.0,200.0,72.0
,87.0,58.0,-3.0,-2.0,200.0,64.0
,84.0,56.0,-3.0,-2.0,200.0,56.0
,81.0,54.0,-3.0,-2.0,200.0,56.0
,78.0,52.0,-3.0,-2.0,200.0,56.0
,75.0,50.0,-3.0,-2.0,200.0,56.0
,72.0,48.0,-3.0,-2.0,200.0,56.0
,69.0,46.0,-3.0,-2.0,200.0,56.0
,66.0,44.0,-3.0,-2.0,200.0,56.0
,63.0,42.0,-3.0,-2.0,200.0,48.0
,60.0,40.0,-3.0,-2.0,200.0,40.0
,57.0,38.0,-3.0,-2.0,200.0,40.0
,54.0,36.0,-3.0,-2.0,200.0,40.0
,51.0,34.0,-3.0,-2.0,200.0,40.0
,48.0,32.0,-3.0,-2.0,200.0,40.0
,45.0,30.0,-3.0,-2.0,200.0,40.0
,42.0,28.0,-3.0,-2.0,200.0,40.0
,39.0,26.0,-3.0,-2.0,200.0,40.0
,36.0,24.0,-3.0,-2.0,200.0,40.0
,33.0,22.0,-3.0,-2.0,200.0,40.0
,30.0,20.0,-3.0,-2.0,200.0,40.0
,27.0,22.0,-3.0,2.0,200.0,40.0
,268.0,184.0,-2.0,-1.0,360.0,200.0
,266.0,183.0,-2.0,-1.0,360.0,200.0
,264.0,182.0,-2.0,-1.0,360.0,200.0
,262.0,181.0,-2.0,-1.0,360.0,200.0
,260.0,180.0,-2.0,-1.0,360.0,200.0
,258.0,179.0,-2.0,-1.0,360.0,200.0
,256.0,178.0,-2.0,-1.0,360.0,200.0
,254.0,177.0,-2.0,-1.0,360.0,200.0
,252.0,176.0,-2.0,-1.0,360.0,200.0
,250.0,175.0,-2.0,-1.0,360.0,200.0
,248.0,174.0,-2.0,-1.0,360.0,200.0
,246.0,173.0,-2.0,-1.0,360.0,200.0
,244.0,172.0,-2.0,-1.0,360.0,200.0
,242.0,171.0,-2.0,-1.0,360.0,200.0
,240.0,170.0,-2.0,-1.0,360.0,200.0
,238.0,169.0,-2.0,-1.0,360.0,200.0
,236.0,168.0,-2.0,-1.0,360.0,200.0
,234.0,167.0,-2.0,-1.0,360.0,192.0
,232.0,166.0,-2.0,-1.0,360.0,192.0
,230.0,165.0,-2.0,-1.0,360.0,192.0
,228.0,164.0,-2.0,-1.0,360.0,184.0
,226.0,163.0,-2.0,-1.0,360.0,184.0
,224.0,162.0,-2.0,-1.0,360.0,176.0
,222.0,161.0,-2.0,-1.0,360.0,168.0
,220.0,160.0,-2.0,-1.0,360.0,168.0
,218.0,159.0,-2.0,-1.0,360.0,160.0
,216.0,158.0,-2.0,-1.0,360.0,152.0
,214.0,157.0,-2.0,-1.0,360.0,152.0
,212.0,156.0,-2.0,-1.0,360.0,152.0
,210.0,155.0,-2.0,-1.0,360.0,144.0
,208.0,154.0,-2.0,-1.0,360.0,136.0
,206.0,153.0,-2.0,-1.0,360.0,136.0
,204.0,152.0,-2.0,-1.0,360.0,136.0
,202.0,151.0,-2.0,-1.0,360.0,136.0
,200.0,150.0,-2.0,-1.0,360.0,136.0
,198.0,149.0,-2.0,-1.0,360.0,128.0
,196.0,148.0,-2.0,-1.0,360.0,120.0
,194.0,147.0,-2.0,-1.0,360.0,112.0
,192.0,146.0,-2.0,-1.0,360.0,112.0
,190.0,145.0,-2.0,-1.0,360.0,112.0
,188.0,144.0,-2.0,-1.0,360.0,112.0
,186.0,143.0,-2.0,-1.0,360.0,104.0
,184.0,142.0,-2.0,-1.0,360.0,96.0
,182.0,141.0,-2.0,-1.0,360.0,96.0
,180.0,140.0,-2.0,-1.0,360.0,96.0
,178.0,139.0,-2.0,-1.0,360.0,96.0
,176.0,138.0,-2.0,-1.0,360.0,96.0
,174.0,137.0,-2.0,-1.0,360.0,96.0
,172.0,136.0,-2.0,-1.0,360.0,88.0
,170.0,135.0,-2.0,-1.0,360.0,80.0
,168.0,134.0,-2.0,-1.0,360.0,80.0
,166.0,133.0,-2.0,-1.0,360.0,80.0
,164.0,132.0,-2.0,-1.0,360.0,80.0
,162.0,131.0,-2.0,-1.0,360.0,80.0
,160.0,130.0,-2.0,-1.0,360.0,80.0
,158.0,129.0,-2.0,-1.0,360.0,80.0
,156.0,128.0,-2.0,-1.0,360.0,80.0
,154.0,127.0,-2.0,-1.0,360.0,80.0
,152.0,126.0,-2.0,-1.0,360.0,88.0
,150.0,125.0,-2.0,-1.0,360.0,96.0
,148.0,124.0,-2.0,-1.0,360.0,96.0
,146.0,123.0,-2.0,-1.0,360.0,96.0
,144.0,122.0,-2.0,-1.0,360.0,96.0
,142.0,121.0,-2.0,-1.0,360.0,96.0
,140.0,120.0,-2.0,-1.0,360.0,104.0
,138.0,119.0,-2.0,-1.0,360.0,112.0
,136.0,118.0,-2.0,-1.0,360.0,112.0
,134.0,117.0,-2.0,-1.0,360.0,112.0
,132.0,116.0,-2.0,-1.0,360.0,112.0
,130.0,115.0,-2.0,-1.0,360.0,112.0
,128.0,114.0,-2.0,-1.0,360.0,112.0
,126.0,113.0,-2.0,-1.0,360.0,104.0
,124.0,112.0,-2.0,-1.0,360.0,96.0
,122.0,111.0,-2.0,-1.0,360.0,96.0
,120.0,110.0,-2.0,-1.0,360.0,96.0
,118.0,109.0,-2.0,-1.0,360.0,88.0
,116.0,108.0,-2.0,-1.0,360.0,80.0
,114.0,107.0,-2.0,-1.0,360.0,80.0
,112.0,106.0,-2.0,-1.0,360.0,80.0
,110.0,105.0,-2.0,-1.0,360.0,80.0
,108.0,104.0,-2.0,-1.0,360.0,80.0
,106.0,103.0,-2.0,-1.0,360.0,80.0
,104.0,102.0,-2.0,-1.0,360.0,80.0
,102.0,101.0,-2.0,-1.0,360.0,80.0
,100.0,100.0,-2.0,-1.0,360.0,80.0
,98.0,99.0,-2.0,-1.0,360.0,80.0
,96.0,98.0,-2.0,-1.0,360.0,72.0
,94.0,97.0,-2.0,-1.0,360.0,64.0
,92.0,96.0,-2.0,-1.0,360.0,64.0
,90.0,95.0,-2.0,-1.0,360.0,64.0
,88.0,94.0,-2.0,-1.0,360.0,64.0
,86.0,93.0,-2.0,-1.0,360.0,64.0
,84.0,92.0,-2.0,-1.0,360.0,64.0
,82.0,91.0,-2.0,-1.0,360.0,64.0
,80.0,90.0,-2.0,-1.0,360.0,64.0
,78.0,89.0,-2.0,-1.0,360.0,64.0
,76.0,88.0,-2.0,-1.0,360.0,64.0
,74.0,87.0,-2.0,-1.0,360.0,64.0
,72.0,86.0,-2.0,-1.0,360.0,64.0
,70.0,85.0,-2.0,-1.0,360.0,64.0
,68.0,84.0,-2.0,-1.0,360.0,64.0
,66.0,83.0,-2.0,-1.0,360.0,64.0
,64.0,82.0,-2.0,-1.0,360.0,64.0
,62.0,81.0,-2.0,-1.0,360.0,64.0
,60.0,80.0,-2.0,-1.0,360.0,64.0
,58.0,79.0,-2.0,-1.0,360.0,64.0
,56.0,78.0,-2.0,-1.0,360.0,64.0
,54.0,77.0,-2.0,-1.0,360.0,64.0
,52.0,76.0,-2.0,-1.0,360.0,64.0
,50.0,75.0,-2.0,-1.0,360.0,64.0
,48.0,74.0,-2.0,-1.0,360.0,64.0
,46.0,73.0,-2.0,-1.0,360.0,64.0
,44.0,72.0,-2.0,-1.0,360.0,64.0
,42.0,71.0,-2.0,-1.0,360.0,64.0
,40.0,70.0,-2.0,-1.0,360.0,64.0
,38.0,69.0,-2.0,-1.0,360.0,64.0
,36.0,68.0,-2.0,-1.0,360.0,64.0
,34.0,67.0,-2.0,-1.0,360.0,64.0
,32.0,66.0,-2.0,-1.0,360.0,64.0
,30.0,65.0,-2.0,-1.0,360.0,64.0
,28.0,64.0,-2.0,-1.0,360.0,64.0
,268.0,360.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,266.0,359.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,264.0,358.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,262.0,357.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,260.0,356.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,258.0,355.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,256.0,354.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,254.0,353.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,252.0,352.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,250.0,351.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,248.0,350.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,246.0,349.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,244.0,348.0,-2.4200000000000004,-1.2100000000000002,360.0,104.0
,242.0,347.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,240.0,346.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,238.0,345.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,236.0,344.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,234.0,343.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,232.0,342.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,230.0,341.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,228.0,340.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,226.0,339.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,224.0,338.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,222.0,337.0,-2.4200000000000004,-1.2100000000000002,360.0,112.0
,220.0,336.0,-2.4200000000000004,-1.2100000000000002,360.0,120.0
,218.0,335.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,216.0,334.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,214.0,333.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,212.0,332.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,210.0,331.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,208.0,330.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,206.0,329.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,204.0,328.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,202.0,327.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,200.0,326.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,198.0,325.0,-2.4200000000000004,-1.2100000000000002,360.0,128.0
,196.0,324.0,-2.4200000000000004,-1.2100000000000002,360.0,136.0
,194.0,323.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,192.0,322.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,190.0,321.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,188.0,320.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,186.0,319.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,184.0,318.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,182.0,317.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,180.0,316.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,178.0,315.0,-2.4200000000000004,-1.2100000000000002,360.0,144.0
,176.0,314.0,-2.4200000000000004,-1.2100000000000002,360.0,152.0
,174.0,313.0,-2.4200000000000004,-1.2100000000000002,360.0,160.0
,172.0,312.0,-2.4200000000000004,-1.2100000000000002,360.0,160.0
,170.0,311.0,-2.4200000000000004,-1.2100000000000002,360.0,160.0
,168.0,310.0,-2.4200000000000004,-1.2100000000000002,360.0,160.0
,166.0,309.0,-2.4200000000000004,-1.2100000000000002,360.0,160.0
,164.0,308.0,-2.4200000000000004,-1.2100000000000002,360.0,168.0
,162.0,307.0,-2.4200000000000004,-1.2100000000000002,360.0,168.0
,160.0,306.0,-2.4200000000000004,-1.2100000000000002,360.0,168.0
,158.0,305.0,-2.4200000000000004,-1.2100000000000002,360.0,168.0
,156.0,304.0,-2.4200000000000004,-1.2100000000000002,360.0,168.0
,154.0,303.0,-2.4200000000000004,-1.2100000000000002,360.0,176.0
,152.0,302.0,-2.4200000000000004,-1.2100000000000002,360.0,184.0
,150.0,301.0,-2.4200000000000004,-1.2100000000000002,360.0,184.0
,148.0,300.0,-2.4200000000000004,-1.2100000000000002,360.0,184.0
,146.0,299.0,-2.4200000000000004,-1.2100000000000002,360.0,184.0
,144.0,298.0,-2.4200000000000004,-1.2100000000000002,360.0,184.0
,142.0,297.0,-2.4200000000000004,-1.2100000000000002,360.0,192.0
,140.0,296.0,-2.4200000000000004,-1.2100000000000002,360.0,200.0
,138.0,295.0,-2.4200000000000004,-1.2100000000000002,360.0,208.0
,136.0,294.0,-2.4200000000000004,-1.2100000000000002,360.0,208.0
,134.0,293.0,-2.4200000000000004,-1.2100000000000002,360.0,208.0
,132.0,292.0,-2.4200000000000004,-1.2100000000000002,360.0,208.0
,130.0,291.0,-2.4200000000000004,-1.2100000000000002,360.0,208.0
,128.0,290.0,-2.4200000000000004,-1.2100000000000002,360.0,216.0
,126.0,289.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,124.0,288.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,122.0,287.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,120.0,286.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,118.0,285.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,116.0,284.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,114.0,283.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,112.0,282.0,-2.4200000000000004,-1.2100000000000002,360.0,224.0
,110.0,281.0,-2.4200000000000004,-1.2100000000000002,360.0,232.0
,108.0,280.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,106.0,279.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,104.0,278.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,102.0,277.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,100.0,276.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,98.0,275.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,96.0,274.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,94.0,273.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,92.0,272.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,90.0,271.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,88.0,270.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,86.0,269.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,84.0,268.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,82.0,267.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,80.0,266.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,78.0,265.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,76.0,264.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,74.0,263.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,72.0,262.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,70.0,261.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,68.0,260.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,66.0,259.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,64.0,258.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,62.0,257.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,60.0,256.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,58.0,255.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,56.0,254.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,54.0,253.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,52.0,252.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,50.0,251.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,48.0,250.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,46.0,249.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,44.0,248.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,42.0,247.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,40.0,246.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,38.0,245.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,36.0,244.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,34.0,243.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,32.0,242.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,30.0,241.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,28.0,240.0,-2.4200000000000004,-1.2100000000000002,360.0,240.0
,268.0,226.0,-2.9282000000000012,1.4641000000000006,40.0,240.0
,266.0,227.0,-2.9282000000000012,1.4641000000000006,40.0,240.0
,264.0,228.0,-2.9282000000000012,1.4641000000000006,40.0,240.0
,262.0,229.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,260.0,230.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,258.0,231.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,256.0,232.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,254.0,233.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,252.0,234.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,250.0,235.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,248.0,236.0,-2.9282000000000012,1.4641000000000006,40.0,248.0
,246.0,237.0,-2.9282000000000012,1.4641000000000006,40.0,256.0
,244.0,238.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,242.0,239.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,240.0,240.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,238.0,241.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,236.0,242.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,234.0,243.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,232.0,244.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,230.0,245.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,228.0,246.0,-2.9282000000000012,1.4641000000000006,40.0,264.0
,226.0,247.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,224.0,248.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,222.0,249.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,220.0,250.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,218.0,251.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,216.0,252.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,214.0,253.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,212.0,254.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,210.0,255.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,208.0,256.0,-2.9282000000000012,1.4641000000000006,40.0,272.0
,206.0,257.0,-2.9282000000000012,1.4641000000000006,40.0,280.0
,204.0,258.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,202.0,259.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,200.0,260.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,198.0,261.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,196.0,262.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,194.0,263.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,192.0,264.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,190.0,265.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,188.0,266.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,186.0,267.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,184.0,268.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,182.0,269.0,-2.9282000000000012,1.4641000000000006,40.0,288.0
,180.0,270.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,178.0,271.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,176.0,272.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,174.0,273.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,172.0,274.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,170.0,275.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,168.0,276.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,166.0,277.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,164.0,278.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,162.0,279.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,160.0,280.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,158.0,281.0,-2.9282000000000012,1.4641000000000006,40.0,296.0
,156.0,282.0,-2.9282000000000012,1.4641000000000006,40.0,304.0
,154.0,283.0,-2.9282000000000012,1.4641000000000006,40.0,312.0
,152.0,284.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,150.0,285.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,148.0,286.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,146.0,287.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,144.0,288.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,142.0,289.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,140.0,290.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,138.0,291.0,-2.9282000000000012,1.4641000000000006,40.0,320.0
,136.0,292.0,-2.9282000000000012,1.4641000000000006,40.0,328.0
,134.0,293.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,132.0,294.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,130.0,295.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,128.0,296.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,126.0,297.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,124.0,298.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,122.0,299.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,120.0,300.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,118.0,301.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,116.0,302.0,-2.9282000000000012,1.4641000000000006,40.0,336.0
,114.0,303.0,-2.9282000000000012,1.4641000000000006,40.0,344.0
,112.0,304.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,110.0,305.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,108.0,306.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,106.0,307.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,104.0,308.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,102.0,309.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,100.0,310.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,98.0,311.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,96.0,312.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,94.0,313.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,92.0,314.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,90.0,315.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,88.0,316.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,86.0,317.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,84.0,318.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,82.0,319.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,80.0,320.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,78.0,321.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,76.0,322.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,74.0,323.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,72.0,324.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,70.0,325.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,68.0,326.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,66.0,327.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,64.0,328.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,62.0,329.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,60.0,330.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,58.0,331.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,56.0,332.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,54.0,333.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,52.0,334.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,50.0,335.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
,48.0,336.0,-2.9282000000000012,1.4641000000000006,40.0,352.0
